epoch,g_loss,d_loss,d_real_prob,d_fake_prob,d_real_logit,d_fake_logit,epoch_seconds
1,0.9031132550388059,1.3229947025181925,0.49438807368278503,0.4823397994041443,-0.019235916435718536,-0.07055066525936127,46.92516541481018
2,1.0605626063982097,1.3003423036588517,0.5604354739189148,0.398446649312973,0.2775714695453644,-0.41991642117500305,39.53652596473694
3,1.3176946741074427,1.2160655478705171,0.65645432472229,0.31830650568008423,0.7993484735488892,-0.7815583944320679,40.02470588684082
4,1.2943025110708388,1.2108209025901082,0.58281409740448,0.37031373381614685,0.3861328065395355,-0.5455523133277893,40.167816162109375
5,1.2776093086981857,1.2108098099388467,0.5327063202857971,0.34948500990867615,0.16175785660743713,-0.6436250805854797,40.24715232849121
6,1.30521039556467,1.1933636094047124,0.6529897451400757,0.3427228033542633,0.7418490648269653,-0.67561936378479,40.341009855270386
7,1.2960090197906362,1.185832710723976,0.5827527046203613,0.31063079833984375,0.39450281858444214,-0.815178394317627,40.39406180381775
8,1.312378968850139,1.1751542580168965,0.6639013290405273,0.3785873055458069,0.8279147148132324,-0.5266925096511841,40.36175560951233
9,1.3026832265837383,1.1730428731977733,0.5105862021446228,0.23401032388210297,0.08036918938159943,-1.2161014080047607,40.367117166519165
10,1.3268381063294659,1.1631475344661197,0.5013419389724731,0.23931884765625,0.03426969796419144,-1.1985397338867188,40.371057748794556
11,1.3672046064299284,1.150737271383147,0.6355850696563721,0.3237677216529846,0.6785485744476318,-0.7767258882522583,40.29781627655029
12,1.3799987475558548,1.1369656974056601,0.623528242111206,0.3105070888996124,0.6168229579925537,-0.8399273157119751,40.35310697555542
13,1.4163527635142052,1.1255811087812932,0.5507788062095642,0.26973778009414673,0.2697075605392456,-1.0468473434448242,40.356491804122925
14,1.4447108928926262,1.1136399608582361,0.626329779624939,0.3054220676422119,0.6321612596511841,-0.8678430318832397,40.35148549079895
15,1.473731617304693,1.1022124026473419,0.5895228981971741,0.26312506198883057,0.4402161240577698,-1.0967367887496948,40.32881736755371
16,1.5057315432489125,1.0913164645536548,0.5068989396095276,0.19978998601436615,0.04635987430810928,-1.4454435110092163,40.336249351501465
17,1.5305155557950887,1.0791662837601037,0.6747614741325378,0.3352849781513214,0.8659071922302246,-0.7423043251037598,40.3400559425354
18,1.5591832349869619,1.0694558323460879,0.6757488250732422,0.3044722378253937,0.8827937841415405,-0.9002062082290649,40.33316731452942
19,1.5846925739804767,1.0620580453773683,0.6426001191139221,0.25357550382614136,0.6990280747413635,-1.1599299907684326,40.33692717552185
20,1.624849337607519,1.0484559202895445,0.5921587944030762,0.18111184239387512,0.4458925127983093,-1.6043699979782104,40.321768283843994
21,1.6431052146485932,1.0404704322451952,0.6303375959396362,0.26663175225257874,0.620280385017395,-1.1140378713607788,40.26928925514221
22,1.6736978173874655,1.0300440916140599,0.6566338539123535,0.28020697832107544,0.7620786428451538,-1.0604538917541504,40.322774171829224
23,1.700841431386743,1.0203651253739856,0.6942498683929443,0.3431960344314575,0.9639860987663269,-0.74296635389328,40.321836948394775
24,1.7278784380445844,1.012368288935262,0.6830155849456787,0.27268773317337036,0.9133419990539551,-1.0986160039901733,40.32180666923523
25,1.7669642555259917,0.9982413412377908,0.6360695362091064,0.263468474149704,0.6618207693099976,-1.1577117443084717,40.324931144714355
26,1.7954548097193035,0.9857258867846228,0.6292661428451538,0.20443889498710632,0.6267123222351074,-1.5406399965286255,40.30683708190918
27,1.8201037792804744,0.981459246374744,0.6614809632301331,0.23381778597831726,0.8026848435401917,-1.323899269104004,40.302531003952026
28,1.841318111518675,0.9692819244308868,0.6952441930770874,0.27564582228660583,0.9597647786140442,-1.1181491613388062,40.31205606460571
29,1.8822016792313863,0.9597091303564685,0.6426692008972168,0.21800349652767181,0.7023038268089294,-1.4229503870010376,40.30903911590576
30,1.9071760400356306,0.9536609260887423,0.5785632729530334,0.13009652495384216,0.35972070693969727,-2.097132444381714,40.31813192367554
31,1.9379675881260408,0.9428486126929418,0.6118205189704895,0.18632473051548004,0.544792890548706,-1.6775774955749512,40.255887031555176
32,1.9689862695119784,0.9367814750819883,0.5845842361450195,0.17612209916114807,0.3919907212257385,-1.7231385707855225,40.31121110916138
33,1.9918981225432821,0.9236074374621303,0.6375124454498291,0.18800275027751923,0.6552078723907471,-1.6665818691253662,40.307820081710815
34,2.0111628129408023,0.9228439043343686,0.6141335964202881,0.17979277670383453,0.5299627780914307,-1.7232661247253418,40.31510806083679
35,2.03620564586976,0.9172482123424438,0.5451492071151733,0.13823378086090088,0.1858697533607483,-2.0676136016845703,40.31683135032654
36,2.0585987652461832,0.9093954777635093,0.6786342859268188,0.25834959745407104,0.8804442882537842,-1.2502723932266235,40.31790471076965
37,2.078484321341795,0.9007172091609467,0.6008729934692383,0.16564437747001648,0.47542616724967957,-1.8674023151397705,40.29385042190552
38,2.1088295383024382,0.8913875063397892,0.6598808169364929,0.22259777784347534,0.7726113796234131,-1.4419158697128296,40.29877734184265
39,2.124452377170015,0.889722618264723,0.5575539469718933,0.1226678118109703,0.23143264651298523,-2.2606992721557617,40.291342973709106
40,2.133010727878673,0.890269226990769,0.5580372214317322,0.17101642489433289,0.2622348666191101,-1.8463369607925415,40.29495644569397
41,2.136066816257358,0.8896281862547654,0.624575138092041,0.1908816248178482,0.6074112057685852,-1.7238999605178833,40.26069116592407
42,2.1566819026808424,0.8757912328911488,0.6361899375915527,0.1868094652891159,0.63628751039505,-1.7384967803955078,40.28723454475403
43,2.1776059148220868,0.871957786767953,0.6739238500595093,0.2585657238960266,0.8485984802246094,-1.3185944557189941,40.283912897109985
44,2.1859756062600026,0.8691800010864298,0.5697213411331177,0.11860799789428711,0.29800236225128174,-2.2846505641937256,40.279425621032715
45,2.1696321471081887,0.8916715893984666,0.5938710570335388,0.1772174835205078,0.4215242862701416,-1.7959142923355103,40.28275680541992
46,2.1867704214109267,0.8622420551867633,0.6893404722213745,0.2526417672634125,0.9521222710609436,-1.2430856227874756,40.28312134742737
47,2.2189245877793917,0.8564101389535158,0.6342896223068237,0.22678616642951965,0.6443767547607422,-1.434969425201416,40.286890506744385
48,2.224169214704045,0.8558769494191998,0.5141515135765076,0.11503446102142334,0.04951311647891998,-2.3038487434387207,40.288015365600586
49,2.2262268295337586,0.8547829552505256,0.5753992795944214,0.1491691768169403,0.33007287979125977,-2.0270843505859375,40.298564434051514
50,2.2357406211971824,0.8512586995598355,0.7133557200431824,0.2873132824897766,1.0714941024780273,-1.1117029190063477,40.29718255996704
51,2.2433803060888007,0.8543680294780995,0.6308500170707703,0.18639099597930908,0.6360069513320923,-1.687556505203247,40.23786425590515
52,2.2451647311758416,0.8437996075640087,0.5664372444152832,0.1307726502418518,0.276505708694458,-2.1946516036987305,40.272104024887085
53,2.244265998729785,0.8501655336688546,0.6508704423904419,0.2568354606628418,0.7289727330207825,-1.3597760200500488,40.299065828323364
54,2.2581624380444985,0.8430891937244309,0.5434876680374146,0.1412343829870224,0.16191346943378448,-2.0802018642425537,40.29258894920349
55,2.259306840160314,0.842826134296437,0.5871976017951965,0.14318466186523438,0.39133164286613464,-2.039536476135254,40.29863882064819
56,2.2637170841949623,0.8353280886028053,0.592766523361206,0.15028569102287292,0.4205201268196106,-1.9623229503631592,40.303597927093506
57,2.2701572334477644,0.8308458420025848,0.5850610733032227,0.14944911003112793,0.3784210979938507,-2.0209879875183105,40.29753541946411
58,2.2759194555579585,0.8314184268040641,0.52287757396698,0.11761444807052612,0.056613195687532425,-2.2436347007751465,40.31260442733765
59,2.2771029181546405,0.8298714546596303,0.5856881141662598,0.17925184965133667,0.3838089108467102,-1.7710977792739868,40.31768584251404
60,2.2547135225732435,0.8465170873696416,0.5591378808021545,0.12508442997932434,0.21962061524391174,-2.163665771484375,40.31952738761902
61,2.2633241841949805,0.8268161532581884,0.5597412586212158,0.13144908845424652,0.2527085244655609,-2.06559157371521,40.246129274368286
62,2.277432642593516,0.8223809210074402,0.5937225818634033,0.16332708299160004,0.43309998512268066,-1.8701530694961548,40.315829038619995
63,2.2874858492798458,0.8220280568698698,0.5832998752593994,0.16104468703269958,0.3507705330848694,-1.8558237552642822,40.30255460739136
64,2.2809826079949374,0.8236422428416545,0.607815146446228,0.18311217427253723,0.5263703465461731,-1.703713297843933,40.29644250869751
65,2.2730293107899002,0.8279944080794971,0.49569880962371826,0.11485406011343002,-0.08852884918451309,-2.3069586753845215,40.30637979507446
66,2.284093270664809,0.8184747754702518,0.557093620300293,0.1132158637046814,0.23781053721904755,-2.2934727668762207,40.322957038879395
67,2.281236917296083,0.8194164876088139,0.5531694889068604,0.14861831068992615,0.20805782079696655,-1.957211971282959,40.29512572288513
68,2.096362760296042,0.9502086276414072,0.5409317016601562,0.14606362581253052,0.158845916390419,-1.9662561416625977,40.28161001205444
69,2.223743539574237,0.8219227055571071,0.6073454022407532,0.19538921117782593,0.5185286998748779,-1.6517682075500488,40.25741004943848
70,2.265178282368142,0.8128909409871151,0.5502277612686157,0.16066014766693115,0.20854099094867706,-1.8883984088897705,40.24166536331177
71,2.27314451491544,0.8125534978498637,0.5555527210235596,0.15951207280158997,0.23030486702919006,-1.855711817741394,40.193500995635986
72,2.2851264245782343,0.8120679859471569,0.6015676856040955,0.16604137420654297,0.4884416460990906,-1.8281173706054688,40.228164196014404
73,2.2792938990988945,0.8146892225041109,0.5756585597991943,0.16406261920928955,0.3394455909729004,-1.856711506843567,40.247965574264526
74,2.283569261895744,0.810747306136524,0.5409746170043945,0.11505499482154846,0.14724045991897583,-2.1861228942871094,40.2487518787384
75,2.1893231913666513,0.8846540827445918,0.571669340133667,0.15400932729244232,0.32024911046028137,-1.9046015739440918,40.257129430770874
76,2.2537857048651753,0.8107073363754576,0.5128293633460999,0.10950782150030136,-0.012344933114945889,-2.258643627166748,40.26804161071777
77,2.272724419935352,0.8042072079379666,0.5603047609329224,0.14317035675048828,0.26550209522247314,-2.023766040802002,40.266873836517334
78,2.280553596861222,0.8097301822632654,0.517971396446228,0.13126517832279205,0.017627757042646408,-2.093703269958496,40.25532555580139
79,2.2871659684758696,0.8050459532589236,0.5699320435523987,0.15842090547084808,0.308335542678833,-1.8950072526931763,40.24705982208252
80,2.284133805535656,0.8054581002999343,0.5726281404495239,0.15962137281894684,0.3381090462207794,-1.8879220485687256,40.27181029319763
81,2.292319519503306,0.8048058089294235,0.5676517486572266,0.13452769815921783,0.31891390681266785,-2.0302858352661133,40.20188093185425
82,2.293986338851361,0.8017706165676711,0.5801121592521667,0.1535252034664154,0.3711029291152954,-1.8889639377593994,40.23949360847473
83,2.2832864714741294,0.8053366534643932,0.6112528443336487,0.1799839287996292,0.5404609441757202,-1.7204546928405762,40.26126456260681
84,2.2923589352917917,0.7989985431354351,0.5063611268997192,0.11744669079780579,0.0026968568563461304,-2.161961555480957,40.253976583480835
85,2.223251870063143,0.8513446815286129,0.649732768535614,0.2004183530807495,0.7272008657455444,-1.6800090074539185,40.252201080322266
86,2.26167487561909,0.8029713779172271,0.5305940508842468,0.12479062378406525,0.09881623089313507,-2.0911738872528076,40.24581336975098
87,2.270186412293193,0.8011342712958379,0.48259347677230835,0.11551222205162048,-0.15609252452850342,-2.165891170501709,40.24636697769165
88,2.2784194669921507,0.7951421505645897,0.551766037940979,0.12261750549077988,0.22151777148246765,-2.148512125015259,40.25302028656006
89,2.2755695674246157,0.7950237359348878,0.5471636652946472,0.1597769558429718,0.21142885088920593,-1.8451707363128662,40.24852204322815
90,2.277311425514287,0.8004488815073324,0.5057457089424133,0.12489138543605804,-0.04228396341204643,-2.1325631141662598,40.25961947441101
91,2.2754624624153323,0.801765434366609,0.5138400197029114,0.11284047365188599,0.012742927297949791,-2.2166619300842285,40.205567598342896
92,2.279872787246242,0.7902018810432262,0.6216140985488892,0.1619649976491928,0.5833776593208313,-1.8485629558563232,40.2453510761261
93,2.2718370109280914,0.79246104258567,0.5662600994110107,0.11888954788446426,0.3005681037902832,-2.161616086959839,40.257339000701904
94,2.0717924358033186,0.9911422218005962,0.5415782332420349,0.3874359428882599,0.1971646547317505,-0.48751944303512573,40.25844144821167
95,2.0039670003326706,0.9128948279936834,0.49545204639434814,0.12019944190979004,-0.0771494060754776,-2.137202739715576,40.25156927108765
96,2.238465674195735,0.7954297913399535,0.5263065099716187,0.1291261613368988,0.08931364119052887,-2.0812957286834717,40.258747816085815
97,2.2580966483350444,0.7873798578874462,0.4961990714073181,0.1227416917681694,-0.07680816948413849,-2.16917085647583,40.26849675178528
98,2.2616853454121255,0.7894104836721322,0.5723430514335632,0.13356834650039673,0.31237584352493286,-2.043747901916504,40.2522919178009
99,2.270479917526245,0.7875504696864157,0.5062516927719116,0.11097711324691772,-0.006882864981889725,-2.1871166229248047,40.25916647911072
100,2.263332035302291,0.7881282529822683,0.5294200778007507,0.1271173059940338,0.11729243397712708,-2.0631794929504395,40.25152945518494
101,2.268183303126827,0.7900985742316526,0.5828213691711426,0.1301015317440033,0.3749430477619171,-2.0494308471679688,40.207067251205444
102,2.2536880079025217,0.8012869344656856,0.5272390246391296,0.12404964119195938,0.08208457380533218,-2.0843164920806885,40.24650859832764
103,2.2597245976174167,0.7912171149955076,0.42589038610458374,0.10324275493621826,-0.4415099024772644,-2.2593441009521484,40.26679587364197
104,2.2705223811951476,0.786412656100976,0.5606245994567871,0.12923426926136017,0.24675293266773224,-2.066009044647217,40.25567674636841
105,2.256003923894625,0.7947140887740574,0.5061948299407959,0.12313787639141083,-0.013481266796588898,-2.0973410606384277,40.26166486740112
106,2.2602758089460715,0.7956414002035729,0.5331273078918457,0.10634490102529526,0.11810031533241272,-2.215731382369995,40.26838302612305
107,2.2627140199024374,0.7808670796531294,0.5173554420471191,0.11025838553905487,0.039809372276067734,-2.176666021347046,40.279226303100586
108,2.263624093318068,0.7809343269952028,0.5585312247276306,0.15579169988632202,0.24359992146492004,-1.8618712425231934,40.254307985305786
109,2.2585175974765037,0.7885882763714114,0.537009060382843,0.11543506383895874,0.1371927559375763,-2.1305460929870605,40.2573676109314
110,2.259102910447698,0.7817264751992011,0.5669292211532593,0.12148921936750412,0.30634957551956177,-2.0748376846313477,40.24525237083435
111,2.2524867932276744,0.7846040749426119,0.4820877015590668,0.09993930906057358,-0.145933598279953,-2.2326560020446777,40.18692135810852
112,2.259648690999173,0.7792091923395242,0.5769001245498657,0.1330687701702118,0.32430657744407654,-1.9979922771453857,40.25282406806946
113,2.251524213069863,0.78466016590389,0.5062734484672546,0.10332207381725311,-0.02944144606590271,-2.216080665588379,40.26542925834656
114,2.2641893621134512,0.7756578202478613,0.5837666988372803,0.11018596589565277,0.3854214549064636,-2.1683812141418457,40.26460790634155
115,2.2601874981681367,0.8013024475541495,0.4786244332790375,0.10425819456577301,-0.17109589278697968,-2.1902217864990234,40.28851127624512
116,2.243969764263985,0.7833685104615961,0.6183480024337769,0.16461826860904694,0.5530273914337158,-1.8079032897949219,40.26919627189636
117,2.2525475099425,0.7772923565653369,0.4766158163547516,0.10445598512887955,-0.16025635600090027,-2.1849093437194824,40.2664954662323
118,2.250721661277296,0.7765352549643665,0.7027966976165771,0.2108619213104248,0.9774450063705444,-1.533315896987915,40.26400089263916
119,2.2505911242178156,0.7777542681223794,0.542365550994873,0.11371879279613495,0.17999492585659027,-2.112785816192627,40.245158672332764
120,2.2529089087845957,0.7769701232340922,0.5459684133529663,0.10338624566793442,0.17597942054271698,-2.1782419681549072,40.24144124984741
121,2.256149188044987,0.7745858394769649,0.6191864609718323,0.13225439190864563,0.5461880564689636,-1.9906587600708008,40.192365884780884
122,2.25282140009131,0.7760334894525138,0.5807195901870728,0.1105988472700119,0.36802610754966736,-2.1312508583068848,40.252588748931885
123,2.2282149922424948,0.7930759583377508,0.543821394443512,0.10472054779529572,0.17087244987487793,-2.1853296756744385,40.26352000236511
124,2.2481062408137076,0.7757884962129757,0.6349546909332275,0.12927086651325226,0.6373258829116821,-2.030214786529541,40.26362061500549
125,2.2471219208413755,0.7757066121150878,0.6582291126251221,0.11511290073394775,0.7454599142074585,-2.1204237937927246,40.25500750541687
126,2.2521053125701562,0.7747731555291938,0.5495113730430603,0.10758942365646362,0.2198474407196045,-2.168288230895996,40.26819372177124
127,2.247296843767991,0.7746984977210681,0.5871873497962952,0.11197914183139801,0.41019195318222046,-2.1240200996398926,40.278462409973145
128,2.2553834387175353,0.7713830209108372,0.5647275447845459,0.10690106451511383,0.2784588038921356,-2.1557092666625977,40.262683153152466
129,2.235970593550626,0.7826395487496597,0.5286240577697754,0.10931515693664551,0.1018766537308693,-2.1475741863250732,40.27412128448486
130,2.263506983390729,0.7674558962917658,0.507095456123352,0.0983203575015068,-0.020526651293039322,-2.234849452972412,40.290294885635376
131,2.2394023386046134,0.7830023595412298,0.5511685609817505,0.10686461627483368,0.21521295607089996,-2.1658644676208496,40.2244758605957
132,2.246540763180149,0.7733685912557952,0.5332122445106506,0.10833261907100677,0.12711793184280396,-2.165855884552002,40.27154278755188
133,2.247434187925398,0.7728805150127741,0.498921662569046,0.09548123180866241,-0.0662585198879242,-2.2562122344970703,40.25720953941345
134,2.24737611505812,0.7764660919207602,0.5781387090682983,0.1027311310172081,0.3265942931175232,-2.177888870239258,40.269296169281006
135,2.2543773119012376,0.7695105086148404,0.5670461654663086,0.10975152254104614,0.28406211733818054,-2.136859655380249,40.266555309295654
136,2.2602828235774717,0.7679151790571048,0.6372218728065491,0.11474969983100891,0.646891713142395,-2.1126155853271484,40.26388192176819
137,2.2549133535899917,0.7701230353343858,0.6291307806968689,0.12014256417751312,0.5977658033370972,-2.071410894393921,40.265127182006836
138,2.2564124875415157,0.7696589057214532,0.6002423763275146,0.10327114164829254,0.46996402740478516,-2.1897637844085693,40.26221585273743
139,2.231652014447331,0.7862077223388382,0.666988730430603,0.11795222759246826,0.7772385478019714,-2.0805411338806152,40.26707577705383
140,2.2414064871398636,0.7740496809507323,0.604921817779541,0.1017085462808609,0.4733251929283142,-2.188730478286743,40.25995230674744
141,2.2562870051209076,0.7679844864718229,0.5269958972930908,0.1164758950471878,0.09471571445465088,-2.1109619140625,40.211719274520874
142,2.2575308195859916,0.7682933718687935,0.65556800365448,0.14242175221443176,0.7372140884399414,-1.9471101760864258,40.2465500831604
143,2.2480725345933315,0.7733892374591431,0.641973078250885,0.1084631085395813,0.6480140686035156,-2.1570358276367188,40.25446009635925
144,2.2409522993341864,0.7780292607508729,0.6324397921562195,0.10058186948299408,0.6062744855880737,-2.20002818107605,40.253466844558716
145,2.259713963241313,0.766934125996791,0.5112148523330688,0.1034596711397171,0.0030746059492230415,-2.193014621734619,40.25906276702881
146,2.2661316180311686,0.7645842535066769,0.43058788776397705,0.09583611786365509,-0.42097318172454834,-2.248551368713379,40.268105030059814
147,2.2513182018867415,0.7706523268486801,0.5980514287948608,0.10161203891038895,0.45103636384010315,-2.183394432067871,40.26368808746338
148,2.264117539547719,0.7658715313074911,0.5883267521858215,0.10676579922437668,0.39560478925704956,-2.166152238845825,40.25564765930176
149,2.258561554664559,0.767658636747347,0.58008873462677,0.10427221655845642,0.3630409240722656,-2.1885430812835693,40.237382650375366
150,2.2505865933367124,0.773315254276599,0.658440351486206,0.11291254311800003,0.7572404146194458,-2.1127967834472656,40.22943472862244
